SMILES,Molecular_Weight,LogP,QED,Lipinski_H_Bond_Donors,Lipinski_H_Bond_Acceptors,Lipinski_Rule_Violation
COc1ccccc1CC(=O)NC1CN(C(=O)C(F)F)C1,298.28900000000004,0.8297999999999994,0.875757758606205,1,3,0
CCn1cc(CNc2ccc3c(c2)nc(C(C)(C)C)n3C)nn1,312.421,3.0943000000000014,0.8039663987625972,1,6,0
COC[C@H](O)CN1C[C@@H]2[C@H](C1)[C@H]2NC(=O)c1nnn(C)c1C,309.3700000000001,-1.2091799999999977,0.6849984918502696,2,7,0
Cc1cn2cc(C(=O)N[C@H]3C[C@@H](C)N(C(=O)C(N)=O)C3)sc2n1,335.38900000000007,-0.09127999999999997,0.7473027182402725,2,6,0
O=C(Cc1ccc[nH]1)N1CC[C@H]2CC[C@@H](C1)N2C(=O)c1cnon1,329.36,0.8458999999999994,0.9003678624290632,1,5,0
C=CCNC(=O)[C@@H](C)NCCCNC(=O)c1cnc(N(C)C)cn1,334.42400000000004,-0.057199999999998585,0.4095691373210481,3,6,0
Cc1cncn1CC(=O)N[C@H]1CN(C(=O)c2cc(F)c[nH]2)CC[C@@H]1C,347.3940000000001,1.3257199999999991,0.8751238738033438,2,4,0
CCN(C(=O)c1ccccn1)C1CN(C(=O)[C@@H]2CC3CCC2CC3)C1,341.45500000000015,2.580800000000001,0.845712140369739,0,3,0
C[C@H](C(=O)NCC1[C@H]2CN(C(=O)C(N)=O)C[C@H]12)S(C)(=O)=O,317.367,-2.274599999999996,0.5651030288354398,2,5,0
CC(C)(C)c1n[nH]c(CNC(=O)N(CCC(F)(F)F)CC2CC2)n1,347.3850000000001,2.9762000000000013,0.8307535457506509,2,3,0
CCc1cc(C(=O)NC23CC(C(=O)N(C)C)(C2)C3)no1,277.32399999999996,0.9776999999999998,0.8897543473183461,1,4,0
CN1CCCc2cc(CNC(=O)c3ncoc3C3CC3)ccc21,311.3850000000001,2.8644000000000007,0.9430439807223093,1,4,0
COC[C@H](O)CNCCCNC(=O)c1cncc(C(N)=O)c1,310.35400000000004,-1.1026999999999976,0.40623491363218034,4,6,0
Cc1ccc(CCC(=O)NC[C@]2(C)CCCO2)s1,267.39399999999995,2.6744200000000014,0.8904612435508465,1,3,0
C[C@H](C#N)NC(=O)[C@@H](C)[C@H]1OCCc2sccc21,264.34999999999997,2.02628,0.9082209419698533,1,4,0
C[C@]1(CNc2ncnc3c2cnn3-c2ccccc2)CCOC1,309.37300000000016,2.654000000000001,0.8024147979478345,1,6,0
CS(=O)(=O)c1ccc(C2CCNCC2)cc1Cl,273.78499999999997,2.2105000000000006,0.8986811022289432,1,3,0
Cn1nc(-c2ccco2)cc1NC(=O)C(=O)N[C@H]1CNC(=O)C1,317.3050000000001,-0.3766999999999996,0.6671326465786593,3,6,0
CC[C@H]1CO[C@H](C)CN1C(=O)C(=O)N(C)CC1CCCCC1,310.4380000000001,2.0509999999999993,0.7497306066927628,0,3,0
O=C(Cn1ncnn1)N1CC[C@@H]2OCCN(C/C=C\Cl)[C@@H]2C1,326.788,-0.2726999999999993,0.7577299878666557,0,7,0
C[C@H](NCCO)[C@@H]1CCN(C(=O)CCCn2cncn2)C1,295.387,-0.1227999999999998,0.6982990735697612,2,6,0
COc1ccc(OCC(=O)N2Cc3cccnc3C2)cc1C,298.3420000000001,2.31982,0.8690008294386301,0,4,0
CN(C[C@@H](O)CNC(=O)c1cnccn1)C(=O)c1ccncc1F,333.32300000000004,-0.12639999999999985,0.7624873379637761,2,6,0
CN(C(=O)CC1(O)CCC1)[C@H]1CN(c2ccc(C#N)nn2)C[C@@H]1O,331.37600000000003,-0.33872000000000074,0.7757052697393173,2,7,0
NC(=O)[C@H]1CC[C@@H](NC(=O)Cc2ccc(N)cc2)C1,261.32500000000005,0.5814999999999998,0.6913641315655259,3,3,0
C#CCOCCC(=O)N1CCC[C@@H](N(C)C(=O)CCC2CCC2)CC1,348.4870000000002,2.4461000000000004,0.5000123140342715,0,3,0
CCC(C)(C)C(=O)NC[C@H](O)CNC(=O)c1ccn(C)c1,295.383,0.6681999999999999,0.6910880076437188,3,4,0
CC[C@@H](NC[C@@H](O)CN(C)C(=O)C1CCN(C)CC1)C(N)=O,314.43000000000006,-0.9989999999999963,0.5337091233370608,3,5,0
C[C@@H](NCc1cccc(COC[C@@H]2CCCO2)c1)C1CC1,289.419,3.2703000000000024,0.7965077090132612,1,3,0
CC(=O)N[C@H](C)C(=O)NCCN(CCO)C(=O)CNC(N)=O,317.346,-2.883599999999996,0.3088653272382172,5,5,0
Oc1ccc([C@@H]2[C@@H](c3ccccn3)N=C3SCCN32)cc1,297.38300000000004,2.9880000000000013,0.9255284179395052,1,5,0
C[C@@H](CC(N)=O)C(=O)N1C[C@H](O)[C@@H](N(C)C(=O)Cn2cncn2)C1,338.36800000000005,-2.1802999999999955,0.605375216997172,2,7,0
Cc1nn(C)c(C)c1N[C@@H]1C[C@]2(CCNC2)Oc2ccccc21,312.417,2.704740000000001,0.8950750485488895,2,5,0
O=C1N[C@@H](C(=O)NC2CN(C[C@H](O)c3ccc(F)cc3)C2)CO1,323.32400000000007,-0.23209999999999975,0.6961543064175982,3,5,0
CCC(CC)NC(=O)CNC[C@@H]1CN(C(=O)[C@H](F)C(C)C)C[C@H]1C,343.48700000000014,1.9694,0.6727872383663639,2,3,0
CCN(CCNC(=O)CNC(C)=O)C(=O)[C@H]1CCC(=O)NC1,312.37,-1.3865999999999978,0.5379193789892995,3,4,0
CC(=O)N[C@H](C)C1CN([C@H](C)c2nnnn2C)C1,252.322,-0.27249999999999974,0.7978647855930527,1,6,0
O=C(CC1(C(F)(F)F)CC1)N[C@@H]1C[C@@H]2OCCC[C@@H]21,277.286,2.4027000000000003,0.8599604083793148,1,2,0
O=C(Cn1ccnc1)N[C@@H]1C[C@H]2CC[C@@H]1N2CCc1ccccc1F,342.418,1.9863999999999995,0.8733908097268247,1,4,0
CC(C)(O)CCNC(=O)N1CC[C@H](c2ccccc2F)C1(C)C,322.4240000000001,3.2642000000000024,0.893761538248337,2,2,0
C=C(C)C[C@H](C)C(=O)N1CCC[C@H](NC(=O)c2cnn(C)c2N)CC1,347.46300000000014,1.7154999999999994,0.7931716758294808,2,5,0
Cc1ccc(C)c([C@H](C)NCC2CCN(C(=O)c3cnn[nH]3)CC2)c1,341.45900000000006,2.6245400000000005,0.8766432217315206,2,4,0
COc1ccc2c(c1)NC(=O)C[C@@H]2CN[C@H](C)CCSC,308.447,2.8522000000000007,0.8130721753381894,2,4,0
C[C@H]1C[C@@H]1C(=O)N(C)CCNC(=O)c1ccc(Cl)cc1,294.78200000000004,2.1841999999999997,0.9047906794226075,1,2,0
COC(=O)[C@H](NC(=O)[C@H]1CCc2[nH]ncc2C1)C1CC1,277.32400000000007,0.5823999999999996,0.7885981560099496,2,4,0
Cc1ncn(C)c1C(=O)NC[C@H](C)CNC(=O)[C@H]1CCNC(=O)C1,335.40800000000013,-0.2631799999999991,0.6657335324849516,3,5,0
CCc1cc(C(=O)N(C)[C@H](CNCc2scnc2C)C2CC2)no1,348.47200000000015,2.6423200000000007,0.7939536101497157,1,6,0
C[C@@H](NC(=O)[C@@H]1C[C@H]1c1ccc(N(C)C)cc1)c1csnn1,316.43,2.585000000000001,0.9209329795555048,1,5,0
CC[C@@H](NCCCN1CCCCC1=O)c1ccc(C)cc1,288.435,3.4383200000000027,0.7795500490872029,1,2,0
COC(=O)c1ccc2c(c1)CCN(C1CCC(OC)CC1)C2,303.4020000000001,2.788900000000001,0.8049749561320115,0,4,0
C[C@H]1[C@@H](NC(=O)[C@@H]2CNC(=O)N2)CCN1C(=O)C12CCN(CC1)C2,335.4080000000002,-1.1307999999999971,0.6083124228806153,3,4,0
CC(C)[C@H]1CN([C@H]2CCN(C3CC3)C2=O)c2ccccc21,284.403,3.009500000000002,0.8516076256991741,0,2,0
CCc1cnccc1[C@H](C)NC(=O)c1cnn(-c2ccncc2)c1,321.384,2.715700000000001,0.7840103364457489,1,5,0
CNC(=O)[C@]1(C)CCN(C(=O)N[C@@H](c2ccccc2)C(C)C)C1,317.4330000000001,2.5513000000000003,0.8963114194643574,2,2,0
O=C(N[C@]12CCC[C@H]1N(C(=O)CC1(O)CCC1)CC2)C1=CCCC1,332.44400000000013,2.0415999999999985,0.8276053484842405,2,3,0
C[C@H]1C[C@@H](C(=O)NC[C@@H]2CCN2C(=O)[C@H]2CC2(C)C)CCN1C,321.4650000000001,1.4799,0.853205805342472,1,3,0
CCCN(CCNC(=O)CNC(=O)NC)C(=O)C1[C@H]2CCC[C@H]12,324.4250000000001,0.31630000000000136,0.6003063183119965,3,3,0
CC(C)N(C)S(=O)(=O)N(C)Cc1ccc(C(C)(C)C)cc1,312.47900000000004,3.0009000000000015,0.8383735161355241,0,2,0
Cc1ocnc1C(=O)NC[C@@]1(O)CCN([C@H](C)c2nnnn2C)C1,335.36800000000005,-0.5656799999999995,0.7450153203423718,2,9,0
CCN(CCCN1CCCC1)C(=O)N[C@H]1CCn2ccnc2C1,319.45300000000003,1.7152999999999996,0.86842008115574,1,4,0
Sc1ccc(-c2cnc(N3CCCC3)nc2)nn1,259.33799999999997,1.8224999999999991,0.8337597901990902,1,6,0
O=C1CC[C@@H](C(=O)NC2CN(C(=O)CCc3nc[nH]n3)C2)CCN1,334.38000000000005,-1.0193999999999979,0.636547060565883,3,5,0
CC(=O)N[C@@H]1CN(c2nc3cccc(C)c3s2)CC[C@@H]1C,303.4310000000001,2.9556200000000015,0.9275059981059429,1,4,0
COCc1noc([C@@H](C)N2[C@@H]3CC[C@H]2[C@H](NC(=O)C2CCC2)C3)n1,334.42000000000013,1.7985999999999998,0.8542854102315234,1,6,0
CC[C@@H](C)C[C@H](C)NC(=O)c1ccccc1OCC(N)=O,292.379,2.1052,0.769591188278862,2,3,0
O=C1C[C@]2(CCNC2)N(C(=O)/C=C\c2cncc(F)c2)N1,290.298,0.22949999999999943,0.7647149161226044,2,4,0
CCCOc1cccnc1C(=O)NCC(=O)NOCC,281.312,0.6678999999999998,0.6834917907405373,2,5,0
O=C1CC[C@@H](N[C@H]2CCCN(C(=O)Cn3nccn3)C2)C(=O)N1,320.35300000000007,-1.3360999999999974,0.6649811252236899,2,7,0
O=C([C@@H]1CC12CCOCC2)N1CCC[C@@H](CNCc2nc(O)n[nH]2)C1,349.43500000000006,0.6552000000000002,0.7213246569178902,3,6,0
Cn1c(=O)c2ccn(CC(=O)N3CC[C@@H](O)C3)c2n(C)c1=O,306.322,-1.3680999999999988,0.7413166184907766,1,7,0
CCC(=O)NCC(=O)N[C@H]1C[C@H]2CC[C@@H]1N2CC(=O)NC,296.371,-1.019899999999997,0.5850719467885226,3,4,0
CN1C[C@H](C(=O)N(C)[C@@H]2CCN(c3cc(F)ncn3)C2)NC1=O,322.34400000000005,-0.32359999999999894,0.7712708098110405,1,5,0
CC(C)N1CC[C@H]2[C@@H](CCCN2C(=O)C(C)(F)F)C1,274.355,2.3629000000000007,0.771541429813505,0,2,0
CCOC(=O)C(=O)COC[C@H]1COCCOCCOCCO1,320.3380000000001,-0.41619999999999835,0.48161370804435494,0,8,0
C[C@H](C#N)C(=O)NCc1cnn2c1CN([C@H]1CCC(=O)NC1=O)CC2,344.3750000000001,-0.7202199999999988,0.6956458283641572,2,7,0
Fc1ccccc1CN1C[C@H]2CCN(Cc3ccncc3)C[C@H]2C1,325.43100000000004,3.1746000000000016,0.8605975110878186,0,3,0
CC(C)n1ccc(CNC[C@H]2C[C@H](NC(=O)[C@@H]3CCOC3)C2)n1,320.4370000000001,1.4848999999999994,0.7984965492724079,2,5,0
CCO[C@H]1C[C@@H]1NC(=O)C(=O)Nc1cc(C)n(CC(=O)NC)n1,323.35300000000007,-0.830379999999999,0.591255799776803,3,6,0
CC(C)[C@H](C(=O)N(C)CCNC(=O)c1nccnc1N)N(C)C,322.4130000000001,-0.16679999999999717,0.7222650056632628,2,6,0
CC(C)CN(C(=O)NC[C@@]1(C)CCO[C@@H]1C1CC1)C1CC1,294.439,3.021600000000001,0.8179024047871871,1,2,0
O=C(Nc1cccc(N2C(=O)CCC2=O)c1)N1CC=CCC1,299.33000000000004,2.1338,0.6716000846352262,1,3,0
Cc1ccc(C(=O)N2[C@H]3CC[C@H]2CN(C[C@@H]2CCCCO2)CC3)o1,332.44400000000013,2.8360200000000013,0.8537767491756431,0,4,0
C#CCC1(C(=O)N(C)CCCN(C)C(=O)[C@@H]2CN(C)C[C@@H]2C)CCC1,347.50300000000016,1.6846,0.6583977993698864,0,3,0
CO[C@@H]1COC[C@H]1N[C@@H]1CCSc2ccc(Cl)cc21,299.82300000000004,2.880300000000002,0.9295570529183189,1,4,0
C#CCCCC(=O)N1CC[C@@H](c2cccc(F)c2)C1,259.324,2.945100000000002,0.6011171132394206,0,1,0
Cc1cc(C2(C(=O)N3CCC[C@H](NC(=O)[C@@H]4C[C@H]4C)CC3)CC2)on1,345.4430000000002,2.1679199999999996,0.9073237129655929,1,4,0
O=C(O)c1cc(F)ccc1CN1CC[C@]2(O)CCCC[C@@H]2C1,307.36500000000007,2.650900000000001,0.9010550634465649,2,3,0
Cc1ccccc1S(=O)(=O)N1C[C@@H]2C(=O)c3ccccc3[C@@H]2C1,327.40500000000003,2.5956200000000003,0.8517917871425865,0,3,0
CC1(C)CCC[C@@H](C(=O)N2CCC(O)(C(F)(F)F)CC2)C1,307.35600000000005,3.1186000000000016,0.8083810650983027,1,2,0
CC[C@]1(CO)CCCN(C(=S)N[C@@H]2CCCC[C@H]2C)C1,298.49600000000004,2.924100000000002,0.7854389003627057,2,2,0
CC(=O)NC[C@H]1COCCN1C(=O)CCC(=O)N1CCOCC1,327.38100000000014,-1.0110999999999966,0.698887933147543,1,5,0
Cc1cnc(C(=O)N2C[C@H]3C[C@H]2[C@H]3NC(=O)C(C)C)cn1,288.35100000000006,0.7701199999999995,0.8911740129184318,1,4,0
CC(C)[C@H]1CC[C@@H](C)C[C@H]1OCC(=O)NC[C@@H]1C[C@H](F)CN1,314.445,2.2799999999999994,0.7906651659121182,2,3,0
CC[C@@H](C)Oc1cc(CN2CC[C@@H](CN(C)C)C2)ccc1OC,320.477,3.256000000000002,0.7339003496060253,0,4,0
C[C@@H](C(=O)N(C)C[C@@H]1COCCO1)c1c(F)cccc1F,299.31699999999995,1.9420999999999997,0.8526986099254112,0,3,0
Cc1ccn2c(CNC(=O)C[C@H](O)CN)cnc2c1,262.313,-0.031380000000000075,0.7051374706236494,3,5,0
COC[C@H](CNC(=O)C(=O)N1C[C@H](O)C[C@@H](C(=O)OC)C1)OC,332.3530000000001,-1.8535999999999953,0.43319070332710624,2,7,0
Cn1nnnc1CNC[C@H]1CCN(C(=O)CN2CCOCC2)C1,323.4010000000001,-1.519599999999996,0.6800372998414891,1,8,0
CNC(=O)[C@@H]1CCCN(Cc2cc(Br)ccc2O)C1,327.2220000000001,2.1126999999999994,0.8940682219605358,2,3,0
O=C(CCc1ccc(O)cc1)NCCc1c(F)cccc1Cl,321.779,3.476200000000002,0.855520506486742,2,2,0
CC1(NC(=O)NC[C@@H]2CCCS(=O)(=O)C2)CCC1,274.386,1.0529999999999995,0.8075652309943261,2,3,0
CC1(C)COC(=O)[C@H]1OCc1cn2ccncc2n1,261.281,1.1975,0.7765813711561943,0,6,0
CCC1(C(=O)N[C@H]2CCN(C(=O)[C@H]3CCc4cncn4C3)C2)CC1,330.43200000000013,1.3527999999999991,0.9061244170682065,1,4,0
CO[C@@H](C)C(=O)N1CCC(C)(NC(=O)CCNS(C)(=O)=O)CC1,349.45300000000015,-0.5420999999999976,0.6420959776052503,2,5,0
CC[C@]1(C)NC(=O)N(NC(=O)c2ccnc(O)c2)C1=O,278.26800000000003,0.1524999999999998,0.6814517741680285,3,5,0
O=C(COc1ccccc1)N1CCc2ccccc2[C@@H]1CO,297.354,2.1837000000000004,0.9408293493100182,1,3,0
NC(=O)C1(C(=O)NCCNC(=O)c2cccnc2)CCC1,290.32300000000015,-0.4167999999999994,0.4874994101376113,3,4,0
O=C1C[C@@]2(CCCCN2CC2(O)CCOCC2)CN1C1COC1,324.42100000000005,0.38370000000000015,0.8133504067221735,1,5,0
COC[C@H]1CN(C(=O)CNC(=O)Cc2ccc(O)cc2)CCO1,322.3610000000001,-0.07529999999999926,0.7650415127445725,2,5,0
COC(=O)c1ccccc1-c1ccccc1C(=O)Nc1cnc(C)nc1,347.3740000000001,3.490920000000001,0.7307515708178572,1,5,0
COc1cc(S(C)(=O)=O)ccc1N/C=C/c1ccc(C)cc1,317.4100000000001,3.4899200000000024,0.9169284855164102,1,4,0
CC1(C)CN(C(=O)[C@@H]2CC(=O)N[C@H]3CCCC[C@@H]32)CCN1CCO,337.4640000000001,0.5964000000000009,0.7908386225965324,2,4,0
CN1CCOC[C@H]1C(=O)N[C@H]1CCN(CC#N)C1,252.31799999999996,-0.9689199999999982,0.6546555711095425,1,5,0
CCCC[C@@H](CNC(C)C)NC(=O)c1ccc(N(C)C)c(F)c1,323.4560000000001,3.178300000000002,0.7334758994654669,2,3,0
CC[C@@H]1CCCCN1C(=O)CN(CC)C[C@H](C)C#N,265.40099999999995,2.25908,0.7398439621622322,0,3,0
CCCC1(CNC(=O)C(=O)NCc2cc(C(N)=O)no2)CCC1,322.3650000000001,0.47629999999999983,0.6289949056156658,3,5,0
CC(C)[C@@H]1C[C@@H](CC(=O)OCCc2ccncc2)CCO1,291.3910000000001,3.0086000000000013,0.755964536632128,0,4,0
C[S@@](=O)Cc1cccc(C(=O)NCc2ncnn2C(C)(C)C)c1,334.4450000000001,1.8416,0.9050122604694356,1,5,0
CO[C@H](C)C(=O)N1CCC([C@@H]2N(Cc3ccon3)CC23CCC3)CC1,347.4590000000003,2.3026,0.8179314577495149,0,5,0
Cc1cc(N2C[C@H](O)[C@H](NC(=O)c3cnnn3C)C2)n2ncnc2n1,343.35100000000006,-1.459279999999999,0.5908058629235864,2,10,0
CCCc1n[nH]cc1C(=O)N1CCC[C@@H]1CNC(=O)CC[C@H](C)CC,348.49100000000016,2.909300000000001,0.7201032496391926,2,3,0
C[C@H](N[C@H]1CCN(C(=O)c2cn(CC(=O)N(C)C)nn2)C1)C(N)=O,337.3840000000001,-1.9557999999999955,0.6207943339693243,2,7,0
CNC(=O)[C@H](C)NC(=O)NCCCN1CCCCCC1=O,298.387,0.21280000000000054,0.6124021573172996,3,3,0
CCOCCn1cc(C(=O)OCc2cc(C(=O)O)no2)cn1,309.278,0.9628000000000003,0.5658342683196812,1,8,0
CCCCN1CCO[C@H](CNC(=O)c2sccc2CN(C)C)C1,339.50500000000017,2.0404,0.7871811681093825,1,5,0
O=C(CCSc1ccccc1)NC[C@@H](O)c1ccco1,291.372,2.611600000000001,0.7697836120640935,2,4,0
C[C@H]1[C@@H](NCC2CCC(C)(C)CC2)CCN1C(=O)c1ccnc(O)c1,345.487,3.196200000000002,0.879421740353304,2,4,0
CCCCN1CCCC[C@H]1CNC(=O)[C@@H](C)N1CCc2ccccc21,343.5150000000001,3.208400000000002,0.8256584135283871,1,3,0
CCN(C(=O)CN1CCNC(=O)C1)[C@@H]1CCS(=O)(=O)C1,303.38400000000007,-1.5461999999999962,0.6796176216223425,1,5,0
CN(C(=O)[C@H]1COCCO1)[C@@H]1CCCN(C(=O)c2ncc[nH]2)C1,322.36499999999995,-0.11189999999999894,0.8386872864238767,1,5,0
CC[C@@H]1C[C@H]1C(=O)N[C@@H]1CCN(c2nc(C)nc(C)c2F)C1,306.38500000000005,1.97354,0.9238336122933961,1,4,0
C#CCCNCCCC[C@@H](C)NC(=O)c1c(C)nn(C)c1OC,320.43700000000007,1.6386199999999997,0.5078825459159553,2,5,0
CC(C)c1cc(C(=O)N2C[C@H]3C[C@H]2[C@H]3NC(=O)c2cncnc2)no1,341.37100000000004,1.2308999999999999,0.8974308977507954,1,6,0
CCN(CCNCC(=O)N1CCCC[C@@H]1C)C(=O)CCn1cccc1,348.49100000000004,1.7173000000000005,0.6914692720792632,1,4,0
CN1C(=O)C[C@H](NC(=O)Cn2cnc([N+](=O)[O-])n2)C1=O,282.216,-1.9401999999999984,0.38445737770103316,1,8,0
CN(C(=O)[C@H]1COCCO1)[C@@H]1CCCN(C(=O)CNC(N)=O)CC1,342.3960000000001,-1.0903999999999971,0.6737115451200208,2,5,0
C#CCNC(=O)CNCCCNC(=O)[C@H](C)n1cncn1,292.343,-1.3155999999999977,0.38720515939548206,3,6,0
COCCCN1CC[C@]2(CCN(C(=O)c3cc(C)cnc3F)C2)C1=O,349.40600000000006,1.63022,0.5987367790116648,0,4,0
CCc1n[nH]cc1C(=O)N(C)C[C@@H](O)CNC(=O)[C@H]1CC12CCC2,334.42000000000013,0.7113999999999996,0.6838512937685697,3,4,0
Cc1noc(CN2CCN(C(=O)C(=O)N[C@H](C)C[C@@H](C)N)CC2)n1,338.41200000000015,-0.7357799999999972,0.6792314300907325,2,7,0
O=C(N[C@H]1C[C@@H]1c1cccc(F)c1)c1conc1C(F)(F)F,314.23799999999994,3.118400000000002,0.8857228540660448,1,3,0
Cc1nc(N2C[C@@H]3C[C@@]3(CN(C)C)C2)ncc1F,250.32099999999997,1.3120199999999997,0.809464707449063,0,4,0
C[C@H](F)CCN1CCN(C(=O)CC[C@H]2CC[C@@H](C(N)=O)O2)CC1,329.4160000000001,0.691800000000001,0.745598398230372,1,4,0
CNC(=O)N[C@H]1CCCN(C(=O)Cc2noc(C)c2C#N)C1,305.338,0.3172000000000006,0.8349114395071124,2,5,0
CC1(C)C[C@@H]1C(=O)N[C@@H]1CN(C(=O)C2(C(N)=O)CC2)C[C@@H]1O,309.36600000000004,-1.0140999999999984,0.5772333959060636,3,4,0
CO[C@@H](C(=O)N1CC[C@H](n2cc(CNCC(N)=O)nn2)C1)C(C)C,338.4120000000001,-0.7025999999999979,0.6473488971131579,2,7,0
Cc1cccc(C(=O)N[C@@H](C)C2CN(Cc3scnc3C)C2)c1C,343.49600000000015,3.318660000000002,0.9057169053232487,1,4,0
CO[C@H](C)CN1CC(N2C[C@@H](NC(=O)Cn3ncnn3)CC2=O)C1,337.3840000000001,-1.8906999999999956,0.619951063460726,1,8,0
C[C@@H](NC(=O)CCCC(N)=O)[C@H]1CCN(C(=O)Cn2cnnn2)C1,337.384,-1.3180999999999972,0.603733993882384,2,7,0
CO[C@H](C(=O)NCCN1C[C@H](C)OC[C@H]1C)C1CC1,270.37300000000005,0.6368000000000007,0.7692530703150801,1,4,0
Cc1coc(C(=O)NC[C@H](C)NC(=O)CS(C)(=O)=O)c1,302.35200000000003,-0.13287999999999922,0.7610681766331948,2,5,0
CN(CCCN(C)C(=O)C1(C)CCCC1)C(=O)CC(C)(F)F,318.40799999999996,2.9189000000000007,0.7239946761368958,0,2,0
CN(C(=O)C1CC1)[C@H]1CCCN(C(=O)Cc2ccc(F)cn2)C1,319.38,1.6225999999999994,0.847330492231441,0,3,0
C[C@H](O)CN1CCN(C(=O)[C@@H](C)Cc2cnc[nH]2)CC1,280.37200000000007,0.11330000000000068,0.8030090216398144,2,4,0
COC[C@@H]1CCCN1C(=O)C(=O)NC1CCNCC1,269.345,-0.5079999999999976,0.6772177295672793,2,4,0
CC(C)OCC(=O)N1CC[C@H](CS(N)(=O)=O)C1,264.347,-0.4515999999999978,0.7278765857592209,1,4,0
C[C@H]1CCc2sc(C(=O)Nc3cnn4c3NCCC4)cc2C1,316.4300000000002,3.1373000000000015,0.8946561959032167,2,5,0
CNC(=O)NCCC(=O)N[C@H](C)CNC(=O)[C@H]1CCCC1(C)C,326.4410000000002,0.752700000000001,0.5554357261201482,4,3,0
CC[C@H](C)OCC(=O)N1CCC[C@@H](NCC=C(C)C)C1,282.428,2.3483,0.7288314223466331,1,3,0
O=C(CCc1nc(C2CCCC2)no1)NC[C@H]1CCCOC1,307.3940000000001,2.2026000000000003,0.8715308424172236,1,5,0
CC[C@H]1CN(c2ccc(C#N)cc2CO)CCS1,262.37799999999993,2.3823800000000004,0.9082818580907621,1,4,0
CCOC(=O)CN(C)C(=O)CN(C[C@@H](C)O)[C@@H](C)CO,290.36000000000007,-0.9284999999999974,0.5333553513485008,2,6,0
CCN1CCN(CCC(=O)N2CCN3C(=O)CC[C@@H]3C2)CC1,308.4260000000001,-0.15279999999999827,0.7244611426113248,0,4,0
Cc1nnc([C@H](C)NC[C@H](C)CNC(=O)c2ccnn2C)o1,306.37000000000006,0.8282199999999991,0.7859878762685594,2,7,0
O=S(=O)(c1ccc(-c2nn[nH]n2)cn1)N1C[C@H](CO)[C@H](O)C1,326.3380000000001,-1.7645999999999993,0.598583827005443,3,8,0
CC(C(=O)OCC(=O)N1CCC[C@@H](C)C1)=C1CCC1,265.35299999999995,2.2885,0.5807742037428686,0,3,0
CN(c1cc(Cl)nc(C2CC2)n1)[C@@H](CO)CC(C)(C)C,297.83000000000004,3.240700000000002,0.8477641481707046,1,4,0
N#CCN1CC(CCO)(NC(=O)[C@H]2COc3ccccc3O2)C1,317.3450000000001,-0.0970200000000001,0.7367504988989516,2,6,0
COc1ccc(CNCC2(CO)CCC2)cc1OCCC(C)C,321.46100000000007,3.372300000000002,0.6935623646064536,2,4,0
CC(C)N1C[C@H]2CC[C@@H](C1)N2C1CCN(C(=O)[C@@H]2CC23CCC3)CC1,345.53100000000023,2.7246000000000006,0.7868300506123379,0,3,0
CO[C@@H]1CS(=O)(=O)C[C@@H]1NC(=O)c1ccc2ncccc2c1,320.37000000000006,0.7766000000000006,0.9029744995149357,1,5,0
CC1CCN([C@H](C)CNC(=O)[C@@H](C)c2ccccc2F)CC1,306.42500000000007,3.1658000000000017,0.9060355964139204,1,2,0
Cc1noc(CCC(=O)NC[C@H](O)c2c(Cl)cccc2Cl)n1,344.19800000000004,2.46722,0.8404640740481142,2,5,0
CC(=O)N[C@H](C)C(=O)N1CC[C@@H](NC(=O)c2cnsn2)C1,311.367,-0.6065999999999998,0.7719873812254292,2,6,0
CN(C)CCCN(C)C(=O)NCCC1CC(F)(F)C1,277.35900000000004,2.0148999999999995,0.772486597950383,1,2,0
CC(C)N(C)C(=O)[C@H](C)NC[C@@H](C)NC(=O)c1cn(C)nn1,310.402,-0.22169999999999734,0.7261639435667865,2,6,0
CCS(=O)(=O)NCCNC[C@@H]1CN(C(=O)[C@@H](C)C(C)C)C[C@H]1C,347.52500000000015,0.9019000000000008,0.6076281523842326,2,4,0
Cc1ncc(C(=O)NC[C@H](NC(=O)c2cc(C#N)c[nH]2)C2CC2)n1C,340.3870000000001,0.8666999999999991,0.7232249009295237,3,5,0
Cc1cc(NC(=O)CN(C)CCN(C)C(=O)c2cn(C)nn2)on1,335.36800000000005,-0.2459799999999992,0.743021272284823,1,8,0
COc1ccc(OC(=O)CC[C@H](C)OC)c(Br)c1,317.179,3.178200000000002,0.5970139015825973,0,4,0
C=CCN(Cc1cccc(C#N)c1)C(=O)C(=O)N(C)CCCN,314.3890000000001,0.88008,0.5973134513224867,1,4,0
Cc1nonc1C(=O)N1CC[C@H](NC(=O)[C@@H]2C[C@H]2c2ccco2)[C@@H]1C,344.37100000000004,1.49392,0.9016199593222824,1,6,0
C[C@@H]1CCN(C(=O)CS(C)(=O)=O)C[C@H]1NC(=O)Cn1cncn1,343.40900000000005,-1.324099999999996,0.7088269227069748,1,7,0
O=C(NCCC[C@H]1CCCCO1)N[C@H](CO)c1ccccc1,306.406,2.368500000000001,0.6773372348879629,3,3,0
Cc1ccccc1NC(=O)[C@@H](C)N1CCC[C@]2(CNC(=O)C2)C1,315.41700000000003,1.92412,0.8957329855836393,2,3,0
OC1CCC(N[C@H]2COc3ccccc3[C@@H]2O)CC1,263.33700000000005,1.3740999999999997,0.7540429216047707,3,4,0
